data\2004\01\11\1549859.xml	\Editorial Desk	By ADAM COHEN
data\2004\02\29\1562695.xml	\Editorial Desk	By ADAM COHEN
data\2004\03\21\1568093.xml	\Editorial Desk	By ADAM COHEN
data\2004\04\11\1573381.xml	\Editorial Desk	By ADAM COHEN
data\2004\02\15\1558844.xml	\Book Review Desk	By Adam Cohen
data\2004\04\04\1571768.xml	\Book Review Desk	By Adam Cohen
data\2004\02\08\1557062.xml	\Magazine Desk	By Adam Goodheart
data\2004\03\07\1564284.xml	\Book Review Desk	By Adam Goodheart
data\2004\01\04\1547814.xml	\Book Review Desk	By Adam Hochschild
data\2004\01\11\1549986.xml	\Week in Review Desk	By ADAM LIPTAK
data\2004\01\18\1551638.xml	\Week in Review Desk	By ADAM LIPTAK
data\2004\02\08\1557350.xml	\Week in Review Desk	By ADAM LIPTAK
data\2004\03\14\1566351.xml	\Week in Review Desk	By ADAM LIPTAK
data\2004\03\21\1568196.xml	\Week in Review Desk	By ADAM LIPTAK
data\2004\04\11\1573483.xml	\Week in Review Desk	By Adam Liptak
data\2004\04\04\1571554.xml	\The City Weekly Desk	By ADAM LIPTAK
data\2004\02\24\1561299.xml	\Small Business	By ADAM LIPTAK
data\2004\01\16\1551184.xml	\National Desk	By ADAM LIPTAK
data\2004\01\29\1554522.xml	\National Desk	By ADAM LIPTAK
data\2004\02\07\1556863.xml	\National Desk	By ADAM LIPTAK
data\2004\02\12\1558296.xml	\National Desk	By ADAM LIPTAK
data\2004\02\12\1558401.xml	\National Desk	By ADAM LIPTAK
data\2004\02\14\1558688.xml	\National Desk	By ADAM LIPTAK
data\2004\02\28\1562352.xml	\National Desk	By ADAM LIPTAK
data\2004\03\04\1563654.xml	\National Desk	By ADAM LIPTAK
data\2004\03\11\1565452.xml	\National Desk	By ADAM LIPTAK
data\2004\03\14\1566416.xml	\National Desk	By ADAM LIPTAK
data\2004\03\15\1566582.xml	\National Desk	By ADAM LIPTAK
data\2004\03\17\1566988.xml	\National Desk	By ADAM LIPTAK
data\2004\03\23\1568598.xml	\National Desk	By ADAM LIPTAK
data\2004\03\31\1570542.xml	\National Desk	By ADAM LIPTAK
data\2004\04\03\1571248.xml	\National Desk	By ADAM LIPTAK
data\2004\04\09\1572766.xml	\National Desk	By ADAM LIPTAK
data\2004\04\01\1570762.xml	\Foreign Desk	By ADAM LIPTAK
data\2004\03\08\1564786.xml	\Business/Financial Desk	By ADAM LIPTAK
data\2004\01\18\1551773.xml	\Book Review Desk	By Adam Liptak
data\2004\01\18\1551790.xml	\Book Review Desk	By Adam Liptak
data\2004\01\15\1550973.xml	\National Desk	By Adam Liptak (NYT)
data\2004\01\31\1555118.xml	\National Desk	By Adam Liptak (NYT)
data\2004\02\07\1556931.xml	\National Desk	By Adam Liptak (NYT)
data\2004\02\26\1561964.xml	\National Desk	By Adam Liptak (NYT)
data\2004\03\03\1563514.xml	\National Desk	By Adam Liptak (NYT)
data\2004\03\27\1569576.xml	\National Desk	By Adam Liptak (NYT)
data\2004\03\28\1569934.xml	\Business/Financial Desk	By ADAM LIPTAK and ANDREW ROSS SORKIN
data\2004\01\31\1555113.xml	\National Desk	By ADAM LIPTAK and MICHAEL MOSS
data\2004\03\21\1568077.xml	\Money and Business/Financial Desk	By ADAM M. ARON; As told to Jane L. Levere.
data\2004\01\11\1550038.xml	\Week in Review Desk	By Adam Nagourney
data\2004\01\18\1551640.xml	\Week in Review Desk	By ADAM NAGOURNEY
data\2004\02\08\1557331.xml	\Week in Review Desk	By ADAM NAGOURNEY
data\2004\03\07\1564550.xml	\Week in Review Desk	By ADAM NAGOURNEY
data\2004\04\04\1571601.xml	\Week in Review Desk	By ADAM NAGOURNEY
data\2004\01\01\1547382.xml	\National Desk	By ADAM NAGOURNEY
data\2004\01\01\1547423.xml	\National Desk	By ADAM NAGOURNEY
data\2004\01\04\1548064.xml	\National Desk	By ADAM NAGOURNEY
data\2004\01\05\1548350.xml	\National Desk	By ADAM NAGOURNEY
data\2004\01\06\1548518.xml	\National Desk	By ADAM NAGOURNEY
data\2004\01\07\1548788.xml	\National Desk	By ADAM NAGOURNEY
data\2004\01\11\1549997.xml	\National Desk	By ADAM NAGOURNEY
data\2004\01\18\1551664.xml	\National Desk	By ADAM NAGOURNEY
data\2004\01\20\1552330.xml	\National Desk	By ADAM NAGOURNEY
data\2004\01\25\1553635.xml	\National Desk	By ADAM NAGOURNEY
data\2004\01\27\1554048.xml	\National Desk	By ADAM NAGOURNEY
data\2004\01\28\1554396.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\01\1555571.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\03\1555924.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\04\1556250.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\09\1557566.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\10\1557815.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\11\1558077.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\16\1559442.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\18\1559892.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\20\1560308.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\22\1561024.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\24\1561370.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\26\1561885.xml	\National Desk	By ADAM NAGOURNEY
data\2004\02\29\1562740.xml	\National Desk	By ADAM NAGOURNEY
data\2004\03\01\1562985.xml	\National Desk	By ADAM NAGOURNEY
data\2004\03\03\1563495.xml	\National Desk	By ADAM NAGOURNEY
data\2004\03\10\1565199.xml	\National Desk	By ADAM NAGOURNEY
data\2004\03\13\1565904.xml	\National Desk	By ADAM NAGOURNEY
data\2004\04\04\1571652.xml	\National Desk	By ADAM NAGOURNEY
data\2004\04\04\1571657.xml	\National Desk	By ADAM NAGOURNEY
data\2004\04\08\1572613.xml	\National Desk	By ADAM NAGOURNEY and CARL HULSE; David D. Kirkpatrick contributed reporting from New York for this article.
data\2004\01\09\1549307.xml	\National Desk	By ADAM NAGOURNEY and CARL HULSE; Michael McElroy contributed reporting for this article.
data\2004\02\19\1560084.xml	\National Desk	By ADAM NAGOURNEY and DAVID M. HALBFINGER
data\2004\02\27\1562202.xml	\National Desk	By ADAM NAGOURNEY and DAVID M. HALBFINGER
data\2004\02\26\1561886.xml	\National Desk	"By ADAM NAGOURNEY and DAVID M. HALBFINGER; Adam Nagourney reported from Claremont, and David M. Halbfinger from Toledo, Ohio."
data\2004\01\21\1552458.xml	\National Desk	By ADAM NAGOURNEY and EDWARD WYATT
data\2004\02\12\1558257.xml	\National Desk	By ADAM NAGOURNEY and EDWARD WYATT; Adam Nagourney reported from Nashville for this article and Edward Wyatt from Little Rock.
data\2004\03\16\1566780.xml	\National Desk	By ADAM NAGOURNEY and JANET ELDER; Fred Backus contributed reporting for this article.
data\2004\01\30\1554816.xml	\National Desk	"By ADAM NAGOURNEY and JENNIFER 8. LEE; Adam Nagourney reported from Manchester, and Jennifer 8. Lee from Austin, Tex."
data\2004\02\23\1561242.xml	\National Desk	By ADAM NAGOURNEY and JIM RUTENBERG
data\2004\02\01\1555499.xml	\National Desk	"By ADAM NAGOURNEY and JIM RUTENBERG; Adam Nagourney reported for this article from Charleston, S.C., Jim Rutenberg from New York and Edward A. Wyatt from Arizona."
data\2004\01\19\1552131.xml	\National Desk	By ADAM NAGOURNEY and JIM RUTENBERG; David M. Halbfinger and Jodi Wilgoren contributed reporting for this article.
data\2004\01\13\1550395.xml	\National Desk	By ADAM NAGOURNEY and JODI WILGOREN
data\2004\04\01\1570838.xml	\National Desk	By ADAM NAGOURNEY and JODI WILGOREN
data\2004\01\22\1552785.xml	\National Desk	By ADAM NAGOURNEY and JODI WILGOREN; Michael Janofsky contributed from Washington for this article.
data\2004\02\17\1559625.xml	\National Desk	By ADAM NAGOURNEY and JODI WILGOREN; Randal C. Archibold contributed reporting from Wisconsin for this article.
data\2004\01\23\1553059.xml	\National Desk	By ADAM NAGOURNEY and KATHARINE Q. SEELYE
data\2004\02\08\1557397.xml	\National Desk	By ADAM NAGOURNEY and KATHARINE Q. SEELYE; Sarah Kershaw contributed reporting from Seattle for this article.
data\2004\02\02\1555721.xml	\National Desk	By ADAM NAGOURNEY and RANDAL C. ARCHIBOLD; James C. Mckinley Jr. contributed reporting for this article.
data\2004\02\15\1559194.xml	\National Desk	By ADAM NAGOURNEY and RICHARD W. STEVENSON
data\2004\03\26\1569363.xml	\National Desk	"By ADAM NAGOURNEY and RICHARD W. STEVENSON; Adam Nagourney reported from Washington and Richard W. Stevenson from Nashua, N.H."
data\2004\01\26\1553869.xml	\National Desk	By ADAM NAGOURNEY; Glen Justice contributed reporting for this article.
data\2004\01\29\1554565.xml	\National Desk	By ADAM NAGOURNEY; Raymond Hernandez and Sheryl Gay Stolberg contributed reporting for this article.
data\2004\01\11\1549709.xml	\Arts and Leisure Desk	By ADAM SHATZ
data\2004\04\04\1571776.xml	\Book Review Desk	By Adam Zeman
data\2004\03\23\1568554.xml	\Editorial Desk	By Adrian Tinniswood
data\2004\02\11\1557956.xml	\Editorial Desk	"By ADRIANA LINS de ALBUQUERQUE, MICHAEL O'HANLON AND JELLY ASSOCIATES"
data\2004\03\23\1568561.xml	\Metropolitan Desk	By ADRIENNE LU
data\2004\03\17\1567128.xml	\Metropolitan Desk	By Adrienne Lu (NYT); Compiled by Ian Urbina
data\2004\01\08\1549038.xml	\Metropolitan Desk	By AL BAKER
data\2004\01\09\1549350.xml	\Metropolitan Desk	By AL BAKER
data\2004\01\12\1550164.xml	\Metropolitan Desk	By AL BAKER
data\2004\01\14\1550666.xml	\Metropolitan Desk	By AL BAKER
data\2004\01\15\1550939.xml	\Metropolitan Desk	By AL BAKER
data\2004\01\16\1551191.xml	\Metropolitan Desk	By AL BAKER
data\2004\01\17\1551352.xml	\Metropolitan Desk	By AL BAKER
data\2004\01\21\1552502.xml	\Metropolitan Desk	By AL BAKER
data\2004\01\22\1552764.xml	\Metropolitan Desk	By AL BAKER
data\2004\01\27\1554148.xml	\Metropolitan Desk	By AL BAKER
data\2004\01\28\1554423.xml	\Metropolitan Desk	By AL BAKER
data\2004\02\02\1555765.xml	\Metropolitan Desk	By AL BAKER
data\2004\02\03\1556004.xml	\Metropolitan Desk	By AL BAKER
data\2004\02\15\1559211.xml	\Metropolitan Desk	By AL BAKER
data\2004\02\22\1561037.xml	\Metropolitan Desk	By AL BAKER
data\2004\02\24\1561386.xml	\Metropolitan Desk	By AL BAKER
data\2004\02\25\1561670.xml	\Metropolitan Desk	By AL BAKER
data\2004\03\08\1564866.xml	\Metropolitan Desk	By AL BAKER
data\2004\03\09\1564990.xml	\Metropolitan Desk	By AL BAKER
data\2004\03\12\1565689.xml	\Metropolitan Desk	By AL BAKER
data\2004\03\17\1567100.xml	\Metropolitan Desk	By AL BAKER
data\2004\03\23\1568641.xml	\Metropolitan Desk	By AL BAKER
data\2004\03\24\1568793.xml	\Metropolitan Desk	By AL BAKER
data\2004\03\27\1569546.xml	\Metropolitan Desk	By AL BAKER
data\2004\03\30\1570279.xml	\Metropolitan Desk	By AL BAKER
data\2004\04\01\1570836.xml	\Metropolitan Desk	By AL BAKER
data\2004\04\06\1572209.xml	\Metropolitan Desk	By AL BAKER
data\2004\01\13\1550496.xml	\Metropolitan Desk	By Al Baker (NYT)
data\2004\03\02\1563261.xml	\Metropolitan Desk	By Al Baker (NYT); Compiled by Anthony Ramirez
data\2004\03\02\1563263.xml	\Metropolitan Desk	By Al Baker (NYT); Compiled by Anthony Ramirez
data\2004\03\18\1567354.xml	\Metropolitan Desk	By Al Baker (NYT); Compiled by Ian Urbina
data\2004\03\19\1567582.xml	\Metropolitan Desk	By Al Baker (NYT); Compiled by Ian Urbina
data\2004\02\13\1558618.xml	\Metropolitan Desk	By Al Baker (NYT); Compiled by Vicki Vila
data\2004\01\06\1548485.xml	\Metropolitan Desk	By AL BAKER and BRUCE LAMBERT
data\2004\02\17\1559616.xml	\Metropolitan Desk	By AL BAKER and MARC SANTORA
data\2004\01\08\1549125.xml	\Business/Financial Desk	By Alan B. Krueger
data\2004\02\05\1556436.xml	\Business/Financial Desk	By Alan B. Krueger
data\2004\03\04\1563742.xml	\Business/Financial Desk	By Alan B. Krueger
data\2004\04\01\1570798.xml	\Business/Financial Desk	By Alan B. Krueger
data\2004\01\04\1548157.xml	\Connecticut Weekly Desk	By ALAN BISBORT
data\2004\04\11\1573246.xml	\Connecticut Weekly Desk	By ALAN BISBORT
data\2004\02\22\1561009.xml	\Week in Review Desk	By ALAN COWELL
data\2004\01\25\1553356.xml	\Travel Desk	By ALAN COWELL
data\2004\03\07\1564314.xml	\Travel Desk	By ALAN COWELL
data\2004\03\14\1566109.xml	\Travel Desk	By ALAN COWELL
data\2004\03\14\1566114.xml	\Travel Desk	By ALAN COWELL
data\2004\01\29\1554488.xml	\The Arts/Cultural Desk	By ALAN COWELL
data\2004\03\25\1568964.xml	\The Arts/Cultural Desk	By ALAN COWELL
data\2004\01\15\1550874.xml	\Foreign Desk	By ALAN COWELL
data\2004\01\21\1552439.xml	\Foreign Desk	By ALAN COWELL
data\2004\01\23\1552937.xml	\Foreign Desk	By ALAN COWELL
data\2004\01\24\1553180.xml	\Foreign Desk	By ALAN COWELL
data\2004\01\25\1553512.xml	\Foreign Desk	By ALAN COWELL
data\2004\02\24\1561438.xml	\Foreign Desk	By ALAN COWELL
data\2004\02\25\1561575.xml	\Foreign Desk	By Alan Cowell
data\2004\02\26\1561814.xml	\Foreign Desk	By ALAN COWELL
data\2004\03\10\1565216.xml	\Foreign Desk	By ALAN COWELL
data\2004\03\24\1568778.xml	\Foreign Desk	By ALAN COWELL
data\2004\03\27\1569476.xml	\Foreign Desk	By ALAN COWELL
data\2004\03\31\1570512.xml	\Foreign Desk	By ALAN COWELL
data\2004\04\01\1570780.xml	\Foreign Desk	By ALAN COWELL
data\2004\04\11\1573405.xml	\Foreign Desk	By ALAN COWELL
data\2004\01\19\1552101.xml	\Business/Financial Desk	By ALAN COWELL
data\2004\02\23\1561146.xml	\Business/Financial Desk	By ALAN COWELL
data\2004\02\28\1562356.xml	\Business/Financial Desk	By ALAN COWELL
data\2004\03\03\1563348.xml	\Business/Financial Desk	By ALAN COWELL
data\2004\03\20\1567725.xml	\Business/Financial Desk	By ALAN COWELL
data\2004\03\25\1568994.xml	\Business/Financial Desk	By ALAN COWELL
data\2004\03\27\1569535.xml	\Business/Financial Desk	By ALAN COWELL
data\2004\04\06\1572089.xml	\Business/Financial Desk	By ALAN COWELL
data\2004\01\13\1550444.xml	\Foreign Desk	By Alan Cowell (NYT)
data\2004\01\13\1550446.xml	\Foreign Desk	By Alan Cowell (NYT)
data\2004\01\20\1552335.xml	\Foreign Desk	By Alan Cowell (NYT)
data\2004\02\27\1562218.xml	\Foreign Desk	By Alan Cowell (NYT)
data\2004\03\03\1563511.xml	\Foreign Desk	By Alan Cowell (NYT)
data\2004\03\10\1565287.xml	\Foreign Desk	By Alan Cowell (NYT)
data\2004\03\19\1567611.xml	\Foreign Desk	By Alan Cowell (NYT)
data\2004\03\25\1569117.xml	\Foreign Desk	By Alan Cowell (NYT)
data\2004\03\23\1568624.xml	\Business/Financial Desk	By Alan Cowell (NYT)
data\2004\03\24\1568823.xml	\Business/Financial Desk	By Alan Cowell (NYT)
data\2004\03\25\1569125.xml	\Business/Financial Desk	By Alan Cowell (NYT)
data\2004\04\09\1572873.xml	\Business/Financial Desk	By Alan Cowell (NYT)
data\2004\04\10\1573017.xml	\Foreign Desk	"By ALAN COWELL; Clifford J. Levy in Rome, Richard Bernstein in Berlin, Emma Daly in Madrid, Erin E. Arvedlund in Moscow and Joel Brinkley in Crawford, Tex. contributed reporting for this article."
data\2004\01\24\1553230.xml	\Sports Desk	By ALAN FEUER
data\2004\01\04\1548072.xml	\Metropolitan Desk	By ALAN FEUER
data\2004\01\07\1548762.xml	\Metropolitan Desk	By ALAN FEUER
data\2004\01\08\1549012.xml	\Metropolitan Desk	By ALAN FEUER
data\2004\01\11\1550006.xml	\Metropolitan Desk	By ALAN FEUER
data\2004\01\15\1550911.xml	\Metropolitan Desk	By ALAN FEUER
data\2004\01\25\1553640.xml	\Metropolitan Desk	By ALAN FEUER
data\2004\01\30\1554886.xml	\Metropolitan Desk	By ALAN FEUER
data\2004\02\01\1555539.xml	\Metropolitan Desk	By ALAN FEUER
